Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,state_cd,Cust_Satisfaction_Score,Age_Group,Income_Group
710558883,Blue,435,1,95,12-02-2023,Week-7,Q1,2023,17391.0,1044,1248,27,0.06,Swipe ,Bills,124.8,0,46,F,Graduate,Blue-collar,10610,Single,NY,2,40-49,Low Income
710560008,Blue,245,0,162,12-02-2023,Week-7,Q1,2023,1896.0,1738,4588,75,0.917,Swipe ,Bills,275.28,0,62,M,High School,White-collar,69810,Single,TX,3,60+,High Income
710562258,Blue,250,1,85,12-02-2023,Week-7,Q1,2023,19214.0,0,3407,47,0.0,Swipe ,Bills,783.61,0,47,F,Post-Graduate,Businessman,37053,Married,CA,2,40-49,Medium Income
710563458,Blue,295,1,84,12-02-2023,Week-7,Q1,2023,9535.0,660,4210,81,0.069,Chip ,Food,631.5,0,42,F,Unknown,Blue-collar,53772,Unknown,NY,3,40-49,High Income
710565408,Silver,245,1,47,12-02-2023,Week-7,Q1,2023,34516.0,1359,1033,26,0.039,Swipe ,Bills,165.28,0,43,F,Graduate,Selfemployeed,5525,Married,FL,2,40-49,Low Income
710566533,Blue,360,0,151,12-02-2023,Week-7,Q1,2023,2276.0,1372,4159,67,0.603,Swipe ,Food,499.08,0,26,M,Graduate,White-collar,52121,Single,NY,1,18-29,High Income
710567508,Blue,200,0,87,12-02-2023,Week-7,Q1,2023,23462.0,2202,1387,33,0.094,Swipe ,Fuel,138.7,0,54,F,Uneducated,Blue-collar,13010,Married,CA,3,50-59,Low Income
710568333,Blue,200,1,94,12-02-2023,Week-7,Q1,2023,6623.0,1823,2293,47,0.275,Chip ,Bills,481.53,0,45,M,High School,Retirees,25019,Married,TX,1,40-49,Medium Income
710569233,Blue,295,1,108,12-02-2023,Week-7,Q1,2023,11814.0,1440,9185,100,0.122,Swipe ,Grocery,1010.35,0,40,M,High School,White-collar,118236,Single,NY,3,40-49,Very High Income
710570058,Blue,475,0,115,12-02-2023,Week-7,Q1,2023,3101.0,0,2512,37,0.0,Chip ,Entertainment,175.84,0,50,F,Post-Graduate,Blue-collar,28851,Married,TX,3,50-59,Medium Income
710572458,Blue,125,1,124,12-02-2023,Week-7,Q1,2023,15439.0,0,2069,43,0.0,Online ,Travel,124.14,1,46,F,Uneducated,Businessman,21104,Single,CA,1,40-49,Medium Income
710573808,Blue,250,0,88,12-02-2023,Week-7,Q1,2023,2243.0,1418,1334,31,0.632,Swipe ,Fuel,266.8,1,52,F,Graduate,Blue-collar,12081,Single,NY,3,50-59,Low Income
710574558,Blue,440,0,93,12-02-2023,Week-7,Q1,2023,26442.0,1642,1403,40,0.062,Swipe ,Bills,154.33,1,48,F,Graduate,Govt,13322,Married,NJ,1,40-49,Low Income
710577708,Blue,455,1,104,12-02-2023,Week-7,Q1,2023,2657.0,1983,2591,59,0.746,Swipe ,Fuel,699.57,1,43,F,Post-Graduate,Govt,30366,Married,CA,1,40-49,Medium Income
710579583,Blue,175,0,85,12-02-2023,Week-7,Q1,2023,1665.0,983,4420,86,0.59,Chip ,Fuel,397.8,1,58,M,High School,Selfemployeed,61492,Married,NY,2,50-59,High Income
710581758,Blue,350,1,99,12-02-2023,Week-7,Q1,2023,3360.0,1219,1309,30,0.363,Swipe ,Food,209.44,0,46,F,Doctorate,Selfemployeed,11597,Single,CA,2,40-49,Low Income
710586483,Blue,245,1,67,12-02-2023,Week-7,Q1,2023,6152.0,0,968,23,0.0,Swipe ,Bills,280.72,0,57,F,High School,Selfemployeed,5225,Single,CA,3,50-59,Low Income
710587458,Blue,285,0,90,12-02-2023,Week-7,Q1,2023,11154.0,1612,4339,77,0.145,Chip ,Food,520.68,0,63,M,High School,Selfemployeed,58252,Married,TX,1,60+,High Income
710590683,Blue,425,0,86,12-02-2023,Week-7,Q1,2023,16127.0,0,7729,82,0.0,Online ,Travel,463.74,0,49,M,Unknown,Selfemployeed,107267,Single,FL,2,40-49,Very High Income
710592933,Blue,420,1,99,12-02-2023,Week-7,Q1,2023,9598.0,1092,2216,54,0.114,Online ,Food,177.28,0,44,F,Graduate,Retirees,23698,Single,CA,1,40-49,Medium Income
710594358,Silver,250,1,168,12-02-2023,Week-7,Q1,2023,14910.0,873,2560,72,0.059,Swipe ,Entertainment,742.4,0,48,F,Doctorate,Businessman,29683,Married,TX,3,40-49,Medium Income
710595783,Blue,150,1,116,12-02-2023,Week-7,Q1,2023,6644.0,2082,4659,76,0.313,Chip ,Fuel,1351.11,0,55,M,Graduate,Businessman,73086,Married,FL,1,50-59,High Income
710596983,Blue,250,0,42,12-02-2023,Week-7,Q1,2023,27318.0,2416,7481,96,0.088,Swipe ,Fuel,523.67,0,53,M,Post-Graduate,Retirees,103977,Single,FL,3,50-59,Very High Income
710598408,Blue,425,0,92,12-02-2023,Week-7,Q1,2023,2695.0,0,4557,94,0.0,Chip ,Grocery,1275.96,0,46,M,Graduate,Blue-collar,68663,Married,CA,1,40-49,High Income
710599683,Blue,125,1,134,12-02-2023,Week-7,Q1,2023,11751.0,0,1539,17,0.0,Swipe ,Bills,246.24,0,40,F,Graduate,Selfemployeed,14975,Married,TX,1,40-49,Low Income
710603958,Blue,470,0,107,12-02-2023,Week-7,Q1,2023,3090.0,0,14198,101,0.0,Swipe ,Fuel,2555.64,0,43,F,Graduate,Businessman,154732,Married,NY,2,40-49,Very High Income
710605458,Blue,150,0,100,12-02-2023,Week-7,Q1,2023,7223.0,1963,4127,70,0.272,Swipe ,Entertainment,907.94,0,53,F,Graduate,Businessman,51060,Single,TX,1,50-59,High Income
710607408,Blue,360,1,131,12-02-2023,Week-7,Q1,2023,18570.0,1524,3999,96,0.082,Swipe ,Bills,839.79,0,65,M,Graduate,White-collar,47249,Single,MI,3,60+,Medium Income
710611683,Blue,250,0,92,12-02-2023,Week-7,Q1,2023,2837.0,1807,4279,83,0.637,Chip ,Grocery,299.53,0,41,F,Graduate,Selfemployeed,56312,Married,CA,1,40-49,High Income
710612583,Blue,175,1,92,12-02-2023,Week-7,Q1,2023,2597.0,1740,5037,80,0.67,Swipe ,Food,957.03,0,42,M,Graduate,Retirees,90913,Unknown,CA,1,40-49,High Income
710616183,Blue,320,1,119,12-02-2023,Week-7,Q1,2023,19995.0,0,1879,34,0.0,Swipe ,Entertainment,300.64,0,60,F,Graduate,Retirees,17631,Married,NY,1,60+,Low Income
710620383,Blue,355,1,111,12-02-2023,Week-7,Q1,2023,24396.0,1171,965,17,0.048,Swipe ,Bills,164.05,0,59,F,Graduate,Selfemployeed,5225,Single,FL,2,50-59,Low Income
710621283,Blue,175,1,87,12-02-2023,Week-7,Q1,2023,10733.0,783,3910,66,0.073,Chip ,Travel,469.2,0,43,F,Graduate,Blue-collar,44964,Single,TX,3,40-49,Medium Income
710622333,Blue,175,1,110,12-02-2023,Week-7,Q1,2023,2751.0,2258,4386,67,0.821,Chip ,Bills,614.04,0,29,M,Uneducated,Selfemployeed,59832,Single,NY,3,18-29,High Income
710624658,Blue,405,1,113,12-02-2023,Week-7,Q1,2023,4066.0,1639,3040,56,0.403,Swipe ,Entertainment,699.2,0,36,F,Uneducated,Businessman,34330,Single,NJ,3,30-39,Medium Income
710626758,Blue,335,0,114,12-02-2023,Week-7,Q1,2023,2761.0,0,3706,65,0.0,Chip ,Bills,926.5,0,64,F,High School,Businessman,40774,Married,NY,3,60+,Medium Income
710628783,Silver,175,1,106,12-02-2023,Week-7,Q1,2023,34516.0,1140,1445,45,0.033,Swipe ,Entertainment,86.7,0,39,F,Graduate,Selfemployeed,14199,Married,FL,3,30-39,Low Income
710630583,Blue,345,0,118,12-02-2023,Week-7,Q1,2023,2843.0,1752,3738,77,0.616,Swipe ,Food,1046.64,0,59,F,Graduate,White-collar,41331,Single,TX,3,50-59,Medium Income
710632683,Blue,175,1,68,12-02-2023,Week-7,Q1,2023,1438.3,0,2308,49,0.0,Swipe ,Travel,161.56,0,42,F,Graduate,White-collar,25311,Married,CA,1,40-49,Medium Income
710633808,Blue,285,0,47,12-02-2023,Week-7,Q1,2023,7102.0,0,2411,41,0.0,Swipe ,Bills,337.54,0,37,F,Graduate,White-collar,26902,Single,FL,1,30-39,Medium Income
710635083,Blue,125,1,93,12-02-2023,Week-7,Q1,2023,28327.0,582,3475,52,0.021,Chip ,Fuel,243.25,0,37,M,Uneducated,Retirees,37749,Single,FL,2,30-39,Medium Income
710636208,Blue,480,0,90,12-02-2023,Week-7,Q1,2023,34516.0,0,3847,74,0.0,Online ,Fuel,884.81,0,42,F,Graduate,White-collar,43563,Married,TX,3,40-49,Medium Income
710637183,Blue,435,1,86,12-02-2023,Week-7,Q1,2023,2300.0,1906,4538,71,0.829,Swipe ,Fuel,1179.88,0,42,M,Post-Graduate,Selfemployeed,67735,Married,TX,1,40-49,High Income
710638233,Blue,150,1,68,12-02-2023,Week-7,Q1,2023,4277.0,2186,8764,69,0.511,Chip ,Travel,2366.28,0,40,M,Unknown,White-collar,116659,Single,FL,1,40-49,Very High Income
710639658,Blue,480,0,112,12-02-2023,Week-7,Q1,2023,17744.0,829,9658,78,0.047,Chip ,Travel,676.06,0,48,M,Graduate,Govt,119126,Married,FL,1,40-49,Very High Income
710641008,Blue,410,1,48,12-02-2023,Week-7,Q1,2023,8685.0,0,2473,56,0.0,Chip ,Entertainment,420.41,0,26,F,High School,Businessman,28195,Married,NY,1,18-29,Medium Income
710643183,Blue,125,1,99,12-02-2023,Week-7,Q1,2023,3172.0,1160,4163,83,0.366,Swipe ,Grocery,957.49,0,58,F,Uneducated,Govt,52295,Married,NY,2,50-59,High Income
710644158,Blue,425,0,113,12-02-2023,Week-7,Q1,2023,31743.0,1332,4293,73,0.042,Chip ,Entertainment,1073.25,0,36,F,High School,Businessman,56631,Married,CA,2,30-39,High Income
710645583,Blue,195,0,68,12-02-2023,Week-7,Q1,2023,7627.0,1742,4349,75,0.228,Chip ,Bills,1000.27,0,47,M,Post-Graduate,White-collar,58730,Married,NY,3,40-49,High Income
710650608,Blue,270,1,127,12-02-2023,Week-7,Q1,2023,19262.0,1480,4812,85,0.077,Chip ,Entertainment,962.4,0,34,M,Graduate,White-collar,79383,Married,FL,1,30-39,High Income
710653158,Blue,175,0,83,12-02-2023,Week-7,Q1,2023,5024.0,1613,1925,40,0.321,Swipe ,Entertainment,519.75,0,43,F,Graduate,White-collar,18595,Married,CA,1,40-49,Low Income
710654808,Blue,95,1,105,12-02-2023,Week-7,Q1,2023,1818.0,0,2308,44,0.0,Swipe ,Grocery,323.12,0,43,M,Graduate,Retirees,25299,Single,FL,1,40-49,Medium Income
710656683,Blue,365,0,76,12-02-2023,Week-7,Q1,2023,1986.0,1614,4442,64,0.813,Chip ,Bills,1243.76,0,50,M,Post-Graduate,Selfemployeed,62723,Single,FL,1,50-59,High Income
710657508,Blue,480,1,81,12-02-2023,Week-7,Q1,2023,3788.0,1325,3975,65,0.35,Online ,Fuel,1033.5,0,42,M,Uneducated,Retirees,46629,Married,NJ,1,40-49,Medium Income
710658483,Blue,250,0,88,12-02-2023,Week-7,Q1,2023,9080.0,2174,2098,46,0.239,Swipe ,Grocery,230.78,0,49,F,Graduate,Selfemployeed,21500,Single,CA,3,40-49,Medium Income
710661333,Blue,370,1,119,12-02-2023,Week-7,Q1,2023,10241.0,1545,2513,47,0.151,Chip ,Fuel,477.47,0,64,M,Unknown,Selfemployeed,28904,Married,CA,3,60+,Medium Income
710662158,Blue,140,1,103,12-02-2023,Week-7,Q1,2023,34516.0,2517,2051,41,0.073,Swipe ,Food,143.57,0,40,F,Graduate,White-collar,20741,Married,NJ,2,40-49,Medium Income
710663508,Blue,285,0,109,12-02-2023,Week-7,Q1,2023,3108.0,2280,14763,99,0.734,Swipe ,Food,2509.71,0,44,F,Unknown,Businessman,183932,Married,CA,3,40-49,Very High Income
710664558,Blue,300,1,118,12-02-2023,Week-7,Q1,2023,4736.0,945,3927,73,0.2,Swipe ,Fuel,549.78,0,33,M,High School,Retirees,45424,Single,NY,1,30-39,Medium Income
710665533,Blue,300,1,87,12-02-2023,Week-7,Q1,2023,24602.0,1660,1337,44,0.067,Swipe ,Bills,200.55,0,55,F,Unknown,Blue-collar,12120,Single,CA,3,50-59,Low Income
710666583,Blue,495,1,111,12-02-2023,Week-7,Q1,2023,2516.0,2312,2321,36,0.919,Chip ,Grocery,626.67,0,29,M,Post-Graduate,Selfemployeed,25649,Married,FL,1,18-29,Medium Income
710667708,Platinum,420,0,110,12-02-2023,Week-7,Q1,2023,12510.0,1871,14018,128,0.15,Chip ,Entertainment,1541.98,0,36,M,Post-Graduate,White-collar,149441,Married,CA,1,30-39,Very High Income
710668458,Blue,420,1,84,12-02-2023,Week-7,Q1,2023,3696.0,0,3405,76,0.0,Online ,Fuel,817.2,0,40,F,Uneducated,Blue-collar,37037,Single,TX,2,40-49,Medium Income
710669733,Blue,425,0,105,12-02-2023,Week-7,Q1,2023,2358.0,1965,4922,80,0.833,Swipe ,Fuel,393.76,0,42,M,Graduate,Blue-collar,85758,Married,NY,1,40-49,High Income
710670633,Blue,375,1,98,12-02-2023,Week-7,Q1,2023,5797.0,1779,2131,33,0.307,Swipe ,Fuel,596.68,0,45,F,Graduate,Selfemployeed,22042,Single,TX,2,40-49,Medium Income
710671608,Blue,360,1,51,12-02-2023,Week-7,Q1,2023,6798.0,918,3961,69,0.135,Chip ,Entertainment,435.71,0,39,F,Graduate,Businessman,46200,Single,TX,1,30-39,Medium Income
710673558,Blue,95,1,109,12-02-2023,Week-7,Q1,2023,21952.0,1600,4087,70,0.073,Swipe ,Grocery,694.79,0,43,F,Unknown,Blue-collar,49950,Single,TX,3,40-49,Medium Income
710674533,Blue,245,0,90,12-02-2023,Week-7,Q1,2023,15060.0,0,1611,42,0.0,Chip ,Grocery,161.1,0,35,F,High School,Selfemployeed,14975,Single,TX,2,30-39,Low Income
710675508,Blue,300,0,112,12-02-2023,Week-7,Q1,2023,2321.0,1190,5149,98,0.513,Swipe ,Fuel,566.39,0,58,M,Post-Graduate,Govt,94619,Single,TX,2,50-59,High Income
710676483,Blue,245,1,95,12-02-2023,Week-7,Q1,2023,5589.0,0,4064,77,0.0,Swipe ,Food,975.36,0,47,M,Graduate,Blue-collar,49214,Married,TX,3,40-49,Medium Income
710677608,Blue,220,1,74,12-02-2023,Week-7,Q1,2023,29205.0,1208,1556,43,0.041,Swipe ,Bills,202.28,0,56,F,Graduate,Selfemployeed,14975,Married,IA,2,50-59,Low Income
710678658,Blue,410,1,155,12-02-2023,Week-7,Q1,2023,4944.0,1151,3684,64,0.233,Swipe ,Entertainment,442.08,0,37,M,High School,Retirees,40335,Single,CA,2,30-39,Medium Income
710679933,Blue,440,1,125,12-02-2023,Week-7,Q1,2023,15633.0,0,8660,58,0.0,Chip ,Travel,1472.2,0,50,M,Graduate,Businessman,116047,Married,FL,3,50-59,Very High Income
710681808,Blue,125,1,109,12-02-2023,Week-7,Q1,2023,18531.0,1548,2484,52,0.084,Swipe ,Fuel,645.84,0,41,F,Graduate,Blue-collar,28385,Married,TX,3,40-49,Medium Income
710687508,Blue,150,0,74,12-02-2023,Week-7,Q1,2023,2621.0,1858,2148,47,0.709,Online ,Fuel,558.48,0,40,F,Unknown,Blue-collar,22508,Married,TX,2,40-49,Medium Income
710690733,Blue,175,0,82,12-02-2023,Week-7,Q1,2023,1666.0,0,2816,38,0.0,Swipe ,Bills,422.4,0,54,F,Graduate,White-collar,32719,Single,TX,2,50-59,Medium Income
710691633,Blue,300,1,71,12-02-2023,Week-7,Q1,2023,1957.0,1152,4546,78,0.589,Swipe ,Grocery,863.74,0,43,M,High School,Selfemployeed,68115,Unknown,NJ,3,40-49,High Income
710694033,Blue,175,0,131,12-02-2023,Week-7,Q1,2023,7473.0,1253,13400,104,0.168,Swipe ,Fuel,1742.0,0,51,M,Graduate,White-collar,130754,Married,IL,2,50-59,Very High Income
710695083,Silver,140,1,159,12-02-2023,Week-7,Q1,2023,28397.0,1421,1635,31,0.05,Swipe ,Grocery,196.2,0,46,F,Uneducated,Selfemployeed,14975,Married,TX,2,40-49,Low Income
710697408,Blue,280,0,93,12-02-2023,Week-7,Q1,2023,6739.0,896,15471,115,0.133,Online ,Travel,1547.1,0,43,F,Uneducated,Businessman,214047,Single,TX,2,40-49,Very High Income
710698233,Blue,380,1,87,12-02-2023,Week-7,Q1,2023,10021.0,1203,1463,40,0.12,Swipe ,Bills,117.04,0,45,F,Unknown,Retirees,14694,Married,NY,2,40-49,Low Income
710699283,Platinum,375,1,90,12-02-2023,Week-7,Q1,2023,7790.0,1921,14567,131,0.247,Chip ,Travel,2767.73,0,38,F,Unknown,Businessman,174955,Married,FL,2,30-39,Very High Income
710701233,Blue,350,1,87,12-02-2023,Week-7,Q1,2023,17785.0,1259,3890,72,0.071,Chip ,Fuel,233.4,0,53,F,High School,Selfemployeed,44538,Single,TX,3,50-59,Medium Income
710702733,Blue,190,1,88,12-02-2023,Week-7,Q1,2023,11096.0,0,3949,69,0.0,Chip ,Fuel,671.33,0,41,M,High School,Businessman,45916,Married,NY,2,40-49,Medium Income
710703708,Silver,175,0,113,12-02-2023,Week-7,Q1,2023,16985.0,968,2961,56,0.057,Swipe ,Fuel,236.88,0,43,F,Uneducated,Blue-collar,33866,Single,TX,3,40-49,Medium Income
710706558,Blue,495,1,138,12-02-2023,Week-7,Q1,2023,2680.0,1753,1154,33,0.654,Swipe ,Entertainment,219.26,0,51,F,Uneducated,Selfemployeed,7865,Married,CA,2,50-59,Low Income
710710233,Silver,300,0,107,12-02-2023,Week-7,Q1,2023,34516.0,0,15560,100,0.0,Chip ,Travel,1867.2,0,53,F,Graduate,Businessman,217771,Single,NY,2,50-59,Very High Income
710712783,Blue,270,1,112,12-02-2023,Week-7,Q1,2023,2294.0,1787,3904,76,0.779,Chip ,Grocery,312.32,0,37,M,High School,Selfemployeed,44847,Single,TX,3,30-39,Medium Income
710713608,Blue,250,1,94,12-02-2023,Week-7,Q1,2023,24528.0,2396,4070,67,0.098,Swipe ,Entertainment,895.4,0,55,F,High School,Govt,49453,Single,TX,2,50-59,Medium Income
710715783,Blue,245,1,90,12-02-2023,Week-7,Q1,2023,1633.0,0,4436,75,0.0,Swipe ,Travel,975.92,0,41,M,Graduate,Businessman,62497,Single,FL,3,40-49,High Income
710719683,Blue,430,0,104,12-02-2023,Week-7,Q1,2023,3054.0,845,4460,88,0.277,Chip ,Food,1248.8,0,49,M,Graduate,Blue-collar,63745,Married,TX,2,40-49,High Income
710721858,Blue,250,0,93,12-02-2023,Week-7,Q1,2023,5542.0,0,8246,59,0.0,Chip ,Travel,494.76,0,24,M,High School,Businessman,112413,Married,FL,2,18-29,Very High Income
710722908,Blue,455,1,106,12-02-2023,Week-7,Q1,2023,30883.0,1694,1267,23,0.055,Swipe ,Bills,304.08,0,43,F,High School,Blue-collar,10979,Married,CA,2,40-49,Low Income
710723958,Blue,440,0,94,12-02-2023,Week-7,Q1,2023,1438.3,491,5016,86,0.341,Swipe ,Bills,1153.68,0,35,M,Graduate,White-collar,90054,Married,FL,2,30-39,High Income
710725383,Blue,250,1,88,12-02-2023,Week-7,Q1,2023,2012.0,0,3282,66,0.0,Swipe ,Entertainment,689.22,0,43,F,Graduate,Selfemployeed,35973,Married,TX,3,40-49,Medium Income
710727333,Blue,95,0,95,12-02-2023,Week-7,Q1,2023,1763.0,0,2813,43,0.0,Swipe ,Fuel,337.56,0,46,F,Graduate,White-collar,32705,Single,FL,2,40-49,Medium Income
710728458,Blue,425,0,114,12-02-2023,Week-7,Q1,2023,7075.0,1396,4409,75,0.197,Swipe ,Entertainment,925.89,0,59,M,Doctorate,White-collar,60862,Single,CA,3,50-59,High Income
710729358,Blue,375,0,87,12-02-2023,Week-7,Q1,2023,6479.0,0,2539,42,0.0,Chip ,Fuel,406.24,0,47,F,Graduate,Blue-collar,29445,Married,CA,2,40-49,Medium Income
710733183,Blue,295,0,105,12-02-2023,Week-7,Q1,2023,1438.3,845,3631,67,0.587,Chip ,Entertainment,944.06,0,47,F,Unknown,Blue-collar,39530,Single,FL,3,40-49,Medium Income
710734308,Blue,270,1,80,12-02-2023,Week-7,Q1,2023,6481.0,1569,15937,119,0.242,Chip ,Travel,2549.92,0,57,F,Uneducated,Businessman,227343,Married,NY,2,50-59,Very High Income
710736558,Blue,470,1,77,12-02-2023,Week-7,Q1,2023,8096.0,1474,1794,41,0.182,Swipe ,Bills,358.8,0,57,F,Unknown,Govt,15955,Single,NJ,2,50-59,Low Income
710738883,Blue,405,1,84,12-02-2023,Week-7,Q1,2023,2187.0,1094,4222,61,0.5,Swipe ,Grocery,1013.28,0,53,F,Uneducated,White-collar,54112,Married,CA,2,50-59,High Income
710740008,Blue,360,0,160,12-02-2023,Week-7,Q1,2023,1438.3,641,5140,82,0.446,Swipe ,Food,1387.8,0,51,M,Unknown,Govt,94437,Married,CA,2,50-59,High Income
710741208,Blue,245,1,78,12-02-2023,Week-7,Q1,2023,5269.0,1475,2094,25,0.28,Swipe ,Travel,209.4,0,50,F,High School,White-collar,21465,Married,TX,2,50-59,Medium Income
710742408,Blue,110,0,77,12-02-2023,Week-7,Q1,2023,2160.0,2057,4518,93,0.952,Swipe ,Bills,1039.14,0,46,M,Unknown,Blue-collar,66587,Married,CA,2,40-49,High Income
710744433,Blue,200,0,89,12-02-2023,Week-7,Q1,2023,2578.0,2424,4077,78,0.94,Swipe ,Bills,407.7,0,31,M,Graduate,Govt,49684,Single,WA,3,30-39,Medium Income
710745633,Blue,245,0,83,12-02-2023,Week-7,Q1,2023,19252.0,751,14074,112,0.039,Swipe ,Fuel,2955.54,0,55,F,Graduate,White-collar,150731,Married,NJ,2,50-59,Very High Income
710748483,Blue,465,1,102,12-02-2023,Week-7,Q1,2023,2923.0,1934,3861,68,0.662,Swipe ,Entertainment,926.64,0,47,F,Post-Graduate,Retirees,43814,Married,CA,3,40-49,Medium Income
710749458,Blue,300,0,93,12-02-2023,Week-7,Q1,2023,5462.0,1864,1523,35,0.341,Swipe ,Entertainment,152.3,0,57,F,High School,Selfemployeed,14975,Married,NJ,2,50-59,Low Income
710751033,Blue,280,0,113,12-02-2023,Week-7,Q1,2023,4829.0,0,8286,65,0.0,Chip ,Travel,2320.08,0,42,M,Uneducated,Businessman,112929,Single,NV,2,40-49,Very High Income
710752233,Blue,450,1,80,12-02-2023,Week-7,Q1,2023,4430.0,2203,2742,49,0.497,Swipe ,Fuel,356.46,0,44,F,High School,Govt,32047,Married,FL,3,40-49,Medium Income
710754933,Blue,250,1,64,12-02-2023,Week-7,Q1,2023,1438.3,0,840,20,0.0,Swipe ,Entertainment,218.4,0,32,F,Graduate,Selfemployeed,2565,Single,TX,3,30-39,Low Income
710756133,Blue,430,1,94,12-02-2023,Week-7,Q1,2023,1811.0,821,4290,73,0.453,Swipe ,Fuel,471.9,0,48,F,High School,Blue-collar,56563,Married,FL,3,40-49,High Income
710758683,Silver,300,1,88,12-02-2023,Week-7,Q1,2023,15698.0,2000,12980,82,0.127,Swipe ,Entertainment,1817.2,0,46,M,Doctorate,White-collar,122550,Married,CA,2,40-49,Very High Income
710760258,Blue,435,0,80,12-02-2023,Week-7,Q1,2023,1438.3,0,4740,81,0.0,Swipe ,Entertainment,1090.2,0,55,M,Graduate,Govt,76358,Married,NY,3,50-59,High Income
710761533,Blue,300,0,72,12-02-2023,Week-7,Q1,2023,23665.0,1624,4190,87,0.069,Chip ,Bills,544.7,0,46,F,Graduate,Govt,53003,Single,CA,1,40-49,High Income
710763783,Blue,320,1,66,12-02-2023,Week-7,Q1,2023,28142.0,762,3676,47,0.027,Swipe ,Bills,551.4,0,42,F,Graduate,Businessman,40233,Married,FL,2,40-49,Medium Income
710769258,Blue,395,1,92,12-02-2023,Week-7,Q1,2023,4438.0,1513,3895,75,0.341,Chip ,Food,506.35,0,43,F,Graduate,Selfemployeed,44670,Unknown,TX,1,40-49,Medium Income
710770383,Blue,190,0,72,12-02-2023,Week-7,Q1,2023,1438.3,582,4915,92,0.405,Chip ,Entertainment,1228.75,0,47,M,Unknown,Blue-collar,85244,Married,TX,2,40-49,High Income
710771433,Gold,290,1,75,12-02-2023,Week-7,Q1,2023,2754.0,2152,13991,125,0.781,Swipe ,Bills,3637.66,0,49,F,Uneducated,White-collar,148823,Single,TX,1,40-49,Very High Income
710773533,Blue,150,1,104,12-02-2023,Week-7,Q1,2023,2435.0,1595,5268,88,0.655,Swipe ,Bills,684.84,0,46,M,Uneducated,Retirees,97112,Married,NY,3,40-49,High Income
710775483,Blue,415,1,120,12-02-2023,Week-7,Q1,2023,9060.0,0,14305,102,0.0,Swipe ,Grocery,2145.75,0,52,M,Uneducated,Businessman,161541,Unknown,NY,1,50-59,Very High Income
710779083,Blue,175,0,74,12-02-2023,Week-7,Q1,2023,1661.0,0,4338,77,0.0,Chip ,Bills,780.84,0,50,M,Uneducated,Selfemployeed,58221,Married,NY,1,50-59,High Income
710780883,Blue,455,1,129,12-02-2023,Week-7,Q1,2023,2446.0,1461,4610,78,0.597,Swipe ,Food,645.4,0,45,M,Unknown,Retirees,70790,Married,TX,1,40-49,High Income
710782458,Blue,460,1,82,12-02-2023,Week-7,Q1,2023,2469.0,1695,1615,36,0.687,Swipe ,Fuel,306.85,0,44,F,High School,Selfemployeed,14975,Single,FL,1,40-49,Low Income
710783358,Blue,435,1,157,12-02-2023,Week-7,Q1,2023,2570.0,1764,4442,85,0.686,Swipe ,Bills,488.62,0,36,M,Graduate,Retirees,62769,Single,FL,2,30-39,High Income
710784333,Blue,140,1,112,12-02-2023,Week-7,Q1,2023,23700.0,1314,1644,28,0.055,Swipe ,Bills,460.32,0,49,F,Graduate,Selfemployeed,14975,Single,TX,3,40-49,Low Income
710785383,Blue,250,0,107,12-02-2023,Week-7,Q1,2023,2212.0,0,2394,55,0.0,Swipe ,Food,406.98,0,43,F,Uneducated,Selfemployeed,26514,Married,NY,3,40-49,Medium Income
710787708,Blue,150,1,114,12-02-2023,Week-7,Q1,2023,5366.0,1271,1748,38,0.237,Swipe ,Entertainment,367.08,0,31,F,Graduate,Selfemployeed,14975,Married,FL,3,30-39,Low Income
710789058,Blue,150,1,42,12-02-2023,Week-7,Q1,2023,34516.0,1478,1308,41,0.043,Swipe ,Entertainment,143.88,0,37,F,High School,Selfemployeed,11597,Unknown,NJ,3,30-39,Low Income
710790258,Blue,200,0,108,12-02-2023,Week-7,Q1,2023,28904.0,1899,1334,35,0.066,Swipe ,Travel,293.48,0,51,F,Unknown,Blue-collar,12082,Married,FL,1,50-59,Low Income
710792733,Blue,420,0,158,12-02-2023,Week-7,Q1,2023,2897.0,638,4491,75,0.22,Swipe ,Food,1302.39,0,39,M,Uneducated,Businessman,65104,Married,NJ,2,30-39,High Income
710793783,Blue,370,0,101,12-02-2023,Week-7,Q1,2023,12059.0,1978,1836,36,0.164,Swipe ,Bills,238.68,0,41,F,High School,Govt,16687,Single,NJ,2,40-49,Low Income
710794983,Blue,320,1,69,12-02-2023,Week-7,Q1,2023,4745.0,1157,4705,78,0.244,Swipe ,Grocery,1223.3,0,34,M,Unknown,Blue-collar,74793,Married,FL,2,30-39,High Income
710795883,Blue,150,0,98,12-02-2023,Week-7,Q1,2023,2042.0,1864,2758,50,0.913,Swipe ,Entertainment,220.64,0,39,F,High School,Selfemployeed,32183,Single,NY,3,30-39,Medium Income
